"activity_subset","percentile","value","strategy","strategyLabel","strategyGroup","strategyType"
NA,0.66,29.2182093125651,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.67,30.3483083824942,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.68,31.4812043861261,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.69,32.6115436789135,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.7,33.6993817125181,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.71,34.8039727302359,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.72,35.9207598058214,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.73,37.1328065806787,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.74,38.2904016916423,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.75,39.4694253160118,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.76,40.6709204906574,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.77,41.9630661683348,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.78,43.2137850098846,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.79,44.486369501878,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.8,45.7950959295152,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.81,47.0484897598705,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.82,48.3657502971167,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.83,49.711198319381,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.84,51.0483965718604,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.85,52.4378194861643,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.86,53.8944174478645,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.87,55.3154337908044,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.88,56.8079561423401,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.89,58.4633197871524,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.9,60.0794268875574,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.91,61.7598997044557,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.92,63.6352597271842,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.93,65.6501100145505,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.94,67.8813410925828,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.95,70.5223613738215,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.96,73.6325811062068,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.97,77.2670345876423,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.98,82.1550831179101,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.99,88.8334878050225,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,1,99.9951073848502,"alcohol_partially_attributable-acute","Alcohol related admissions (acute conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0,8.81111395498735e-05,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.01,0.331355040224348,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.02,0.611648807882288,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.03,0.854864206404237,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.04,1.07293339328805,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.05,1.27338621219241,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.06,1.4660769208031,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.07,1.63509201161004,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.08,1.80080787704394,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.09,1.95353205616906,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.1,2.09803614283312,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.11,2.24462365226778,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.12,2.37498351973183,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.13,2.51151112629048,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.14,2.63727082894267,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.15,2.76382174941943,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.16,2.88023178256362,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.17,2.99916554590809,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.18,3.11806063661128,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.19,3.23176862043412,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.2,3.34632648106026,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.21,3.45622050320915,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.22,3.57020884589081,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.23,3.68570606158154,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.24,3.7990914300413,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.25,3.91138019359379,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.26,4.02506823757586,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.27,4.14442997980074,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.28,4.26348105071938,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.29,4.38221040029004,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.3,4.51142899323215,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.31,4.63392042703882,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.32,4.77315427046136,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.33,4.91564576606331,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.34,5.05642128301642,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.35,5.203067720767,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.36,5.3642424066678,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.37,5.53496581116301,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.38,5.72431183759817,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.39,5.92532377705247,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.4,6.15465496756282,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.41,6.40592694032977,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.42,6.7052189453992,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.43,7.04348889928313,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.44,7.44918299658309,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.45,7.9031816480216,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.46,8.37556430615641,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.47,8.90057803213988,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.48,9.45693931079143,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.49,10.030359428767,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.5,10.6591732969835,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.51,11.28943007525,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.52,12.0107943249776,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.53,12.7356387460686,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.54,13.5159642715906,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.55,14.3218642702455,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.56,15.1568482730191,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.57,16.0026593993114,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.58,16.9011668856628,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.59,17.8415754278415,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.6,18.7234333056804,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.61,19.5630921513,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.62,20.3761632896174,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.63,21.1886510832596,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.64,21.9407109243063,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.65,22.6433512436627,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
NA,0.66,23.3540224630151,"alcohol_partially_attributable-chronic","Alcohol related admissions (chronic conditions - partially attributable)","Hospital activity amenable to public health interventions","inpatient admission avoidance"
